stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\code\CSI2P1-Final-Project-Template\SourceCode\allegro5.cfg r
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.66114] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.66115] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.66116] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.66117] added dtor for sample_instance 00000000027b8180, func 00007fff4eca929b
audio-dsound D           dsound.cpp:528  _dsound_stop_voice               [   0.66119] Stopping voice
audio-dsound D           dsound.cpp:545  _dsound_stop_voice               [   0.66120] Joining thread
audio-dsound D           dsound.cpp:551  _dsound_stop_voice               [   0.90813] Joined thread
audio-dsound D           dsound.cpp:553  _dsound_stop_voice               [   0.90824] Destroying thread
audio-dsound D           dsound.cpp:555  _dsound_stop_voice               [   0.90835] Thread destroyed
audio-dsound D           dsound.cpp:562  _dsound_stop_voice               [   0.90838] Releasing buffer
audio-dsound I           dsound.cpp:566  _dsound_stop_voice               [   0.90840] Voice stopped
audio-dsound D           dsound.cpp:466  _dsound_start_voice              [   0.90843] Starting voice
audio-dsound D           dsound.cpp:494  _dsound_start_voice              [   0.90845] CreateSoundBuffer
audio-dsound D           dsound.cpp:502  _dsound_start_voice              [   0.90862] CreateSoundBuffer succeeded
audio-dsound D           dsound.cpp:508  _dsound_start_voice              [   0.90865] Starting _dsound_update thread
audio-dsound I           dsound.cpp:518  _dsound_start_voice              [   0.90881] Voice started
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.90884] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.90887]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.90889]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.90891] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.90893]  0.070711 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.90895]  0.000000 0.070711
dtor     D               dtor.c:196  _al_register_destructor          [   0.90898] added dtor for queue 00000000027b8bb0, func 00007fff4ebac5dc
dtor     D               dtor.c:196  _al_register_destructor          [   0.91275] added dtor for timer 00000000027a9820, func 00007fff4ebbfb3b
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.91293] opening assets/image/icon.jpg rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.91327] opening assets/image/icon.jpg rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.91354] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.91357] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.91359] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.91369] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.91387] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.91390] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.91392] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.91394] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.91396] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.91398] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.91400] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.91402] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.91404] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.91652] added dtor for bitmap 00000000027b9f90, func 00007fff4eb81bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.91846] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.91851] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.91852] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.91854] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.91856] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.91857] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.91859] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.91860] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.91862] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.91863] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.91866] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.91868] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.91870] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.91972] added dtor for bitmap 00000000027a98d0, func 00007fff4eb81bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.92797] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.92809] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   0.92936] removed dtor for bitmap 00000000027a98d0
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.93109] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.93117] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.93118] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.93120] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.93121] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.93123] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.93124] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.93126] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.93127] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.93129] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.93130] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.93132] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.93134] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.93169] added dtor for bitmap 00000000027a98d0, func 00007fff4eb81bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.94057] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.94067] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   0.94283] removed dtor for bitmap 00000000027a98d0
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.94625] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.94630] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.94632] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.94634] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.94636] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.94637] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.94638] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.94640] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.94641] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.94642] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.94643] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.94645] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.94647] Chose bitmap format 9
font     D                ttf.c:243  alloc_glyph_region               [   0.94783] Glyph 50: 13x11 (16x12)
font     D                ttf.c:287  alloc_glyph_region               [   0.94793] Locking glyph region: 00000000027bf450 0 0 16 12
font     D                ttf.c:167  unlock_current_page              [   0.94797] Unlocking page: 00000000027bf450
font     D                ttf.c:243  alloc_glyph_region               [   0.94812] Glyph 84: 13x11 (16x12)
font     D                ttf.c:287  alloc_glyph_region               [   0.94814] Locking glyph region: 00000000027bf450 16 0 16 12
font     D                ttf.c:167  unlock_current_page              [   0.94817] Unlocking page: 00000000027bf450
font     D                ttf.c:243  alloc_glyph_region               [   0.94828] Glyph 71: 12x11 (12x12)
font     D                ttf.c:287  alloc_glyph_region               [   0.94830] Locking glyph region: 00000000027bf450 32 0 12 12
font     D                ttf.c:167  unlock_current_page              [   0.94832] Unlocking page: 00000000027bf450
font     D                ttf.c:243  alloc_glyph_region               [   0.94843] Glyph 85: 13x11 (16x12)
font     D                ttf.c:287  alloc_glyph_region               [   0.94844] Locking glyph region: 00000000027bf450 44 0 16 12
font     D                ttf.c:167  unlock_current_page              [   0.94847] Unlocking page: 00000000027bf450
font     D                ttf.c:446  cache_glyph                      [   0.94849] Glyph 2 has zero size.
font     D                ttf.c:243  alloc_glyph_region               [   0.94854] Glyph 9: 5x5 (8x8)
font     D                ttf.c:287  alloc_glyph_region               [   0.94855] Locking glyph region: 00000000027bf450 60 0 8 8
font     D                ttf.c:167  unlock_current_page              [   0.94857] Unlocking page: 00000000027bf450
font     D                ttf.c:243  alloc_glyph_region               [   0.94864] Glyph 39: 12x11 (12x12)
font     D                ttf.c:287  alloc_glyph_region               [   0.94866] Locking glyph region: 00000000027bf450 68 0 12 12
font     D                ttf.c:167  unlock_current_page              [   0.94869] Unlocking page: 00000000027bf450
font     D                ttf.c:243  alloc_glyph_region               [   0.94877] Glyph 80: 14x11 (16x12)
font     D                ttf.c:287  alloc_glyph_region               [   0.94879] Locking glyph region: 00000000027bf450 80 0 16 12
font     D                ttf.c:167  unlock_current_page              [   0.94881] Unlocking page: 00000000027bf450
font     D                ttf.c:243  alloc_glyph_region               [   0.94889] Glyph 86: 13x11 (16x12)
font     D                ttf.c:287  alloc_glyph_region               [   0.94890] Locking glyph region: 00000000027bf450 96 0 16 12
font     D                ttf.c:167  unlock_current_page              [   0.94893] Unlocking page: 00000000027bf450
font     D                ttf.c:243  alloc_glyph_region               [   0.94902] Glyph 81: 14x11 (16x12)
font     D                ttf.c:287  alloc_glyph_region               [   0.94903] Locking glyph region: 00000000027bf450 112 0 16 12
font     D                ttf.c:167  unlock_current_page              [   0.94906] Unlocking page: 00000000027bf450
font     D                ttf.c:243  alloc_glyph_region               [   0.94913] Glyph 67: 15x11 (16x12)
font     D                ttf.c:287  alloc_glyph_region               [   0.94915] Locking glyph region: 00000000027bf450 128 0 16 12
font     D                ttf.c:167  unlock_current_page              [   0.94917] Unlocking page: 00000000027bf450
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.95697] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.95708] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.95791] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.95798] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.16395] removed dtor for ttf_font 00000000027a17a0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.16483] removed dtor for sample 00000000027a17d0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.16823] removed dtor for sample_instance 00000000027b8180
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.16834] opening assets/image/stage.jpg rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.16866] opening assets/image/stage.jpg rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.16887] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.16890] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.16892] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.16894] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.16896] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.16898] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.16900] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.16902] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.16904] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.16906] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.16908] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.16911] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.16913] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.17623] added dtor for bitmap 00000000027a98d0, func 00007fff4eb81bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.18668] opening assets/image/floor.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.18720] opening assets/image/floor.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.18758] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.18763] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.18765] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.18766] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.18768] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.18770] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.18772] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.18774] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.18776] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.18777] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.18788] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.18794] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.18798] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.18863] added dtor for bitmap 00000000027bf010, func 00007fff4eb81bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.19079] opening assets/image/teleport.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.19097] opening assets/image/teleport.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.19116] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.19119] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.19120] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.19122] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.19124] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.19128] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.19130] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.19132] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.19134] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.19135] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.19137] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.19140] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.19142] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.19178] added dtor for bitmap 0000000002853910, func 00007fff4eb81bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.19362] opening assets/image/tree.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.19378] opening assets/image/tree.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.19386] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.19388] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.19389] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.19391] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.19392] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.19394] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.19395] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.19399] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.19401] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.19403] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.19404] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.19406] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.19409] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.19466] added dtor for bitmap 00000000027bff60, func 00007fff4eb81bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.19981] opening assets/image/chara_stop.gif rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.20111] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.20113] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.20114] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.20115] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.20116] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.20117] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.20118] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.20119] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.20120] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.20121] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.20122] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.20123] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.20124] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.20144] added dtor for bitmap 00000000027bea20, func 00007fff4eb81bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.20702] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.20706] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.20707] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.20708] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.20709] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.20710] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.20711] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.20712] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.20713] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.20714] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.20715] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.20716] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.20717] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.20741] added dtor for bitmap 00000000027bebd0, func 00007fff4eb81bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.21298] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.21303] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.21304] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.21305] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.21306] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.21308] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.21309] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.21310] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.21311] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.21312] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.21313] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.21314] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.21315] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.21348] added dtor for bitmap 00000000027bed80, func 00007fff4eb81bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.22271] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.22278] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.22280] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.22281] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.22282] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.22295] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.22296] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.22297] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.22298] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.22299] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.22300] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.22301] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.22303] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.22344] added dtor for bitmap 00000000027bf890, func 00007fff4eb81bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.22864] opening assets/image/chara_move.gif rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.22973] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.22975] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.22976] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.22977] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.22978] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.22979] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.22980] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.22981] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.22982] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.22983] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.22984] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.22985] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.22987] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.23048] added dtor for bitmap 00000000027c3d30, func 00007fff4eb81bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.23696] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.23703] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.23704] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.23705] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.23706] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.23707] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.23708] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.23709] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.23710] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.23711] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.23712] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.23713] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.23714] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.23914] added dtor for bitmap 00000000027bfc90, func 00007fff4eb81bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.24393] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.24397] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.24398] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.24399] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.24400] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.24401] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.24402] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.24403] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.24404] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   2.24405] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   2.24406] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   2.24407] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   2.24408] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.24445] added dtor for bitmap 000000000286d9a0, func 00007fff4eb81bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.25290] opening assets/image/chara_attack.gif rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.25517] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.25521] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.25525] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.25530] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   2.25531] Fake format
